deep_blue, aquamarine, steel_blue, 55
dull_red, light_blue, sky_blue, 85
dull_red, dark_gray, dim_gray, 100
dull_red, blue, steel_blue, 90
dull_red, gold, bronze, 85
dull_red, bronze, tan, 95
dull_red, green, olive, 75
dull_red, pink, dull_pink, 105
dull_red, brick_red, dull_pink, 110
dull_red, indigo, dark_purple, 80
dull_red, beige, pale_tan, 90
dull_red, alice_blue, pale_purple, 100
dull_red, pale_yellow, pale_tan, 90
dull_red, light_gray, gray, 105
dull_red, dark_turquoise, dull_blue, 85
dull_red, pale_blue, pale_purple, 100
dull_red, lime, light_green, 65
dull_red, light_green, dull_green, 75
dull_red, magenta, light_purple, 95
dull_red, maroon, red_brown, 85
dull_red, light_mint, dull_green, 80
dull_red, light_purple, dull_pink, 100
dull_red, light_slate, light_mauve, 100
dull_red, mint, dull_green, 80
dull_red, purple_red, deep_pink, 100
dull_red, pale_rose, pale_pink, 105
dull_red, navy, dark_slate, 75
dull_red, dark_yellow, dark_bronze, 90
dull_red, olive, dark_yellow, 85
dull_red, orange, pale_brown, 95
dull_red, pale_green, dull_green, 75
dull_red, pale_turquoise, gray, 85
dull_red, dull_pink, pink, 115
dull_red, tan, dark_salmon, 105
dull_red, pale_pink, pale_purple, 110
dull_red, light_mauve, pale_purple, 105
dull_red, dark_purple, purple_red, 85
dull_red, red, brick_red, 100
royal_blue, aquamarine, light_blue, 70
royal_blue, black, dark_slate, 80
royal_blue, deep_blue, slate_blue, 105
royal_blue, red_brown, dark_slate, 85
royal_blue, dull_blue, steel_blue, 95
royal_blue, crimson, dark_purple, 85
royal_blue, cyan, light_blue, 75
royal_blue, dark_bronze, dim_gray, 65
royal_blue, gray, steel_blue, 95
royal_blue, dark_green, dark_teal, 70
royal_blue, dark_beige, slate, 60
royal_blue, dark_olive, steel_blue, 70
royal_blue, red_orange, dull_red, 65
royal_blue, dark_salmon, light_slate, 80
royal_blue, dull_green, steel_blue, 75
royal_blue, dark_slate, slate_blue, 110
royal_blue, dark_teal, slate_blue, 95
royal_blue, turquoise, blue, 85
royal_blue, purple, deep_blue, 105
royal_blue, deep_pink, purple, 90
royal_blue, light_blue, blue, 95
royal_blue, dark_gray, slate_blue, 100
royal_blue, blue, steel_blue, 110
royal_blue, gold, dark_beige, 50
royal_blue, bronze, dim_gray, 60
royal_blue, dim_gray, steel_blue, 100
royal_blue, green, teal, 65
royal_blue, pink, light_slate, 90
royal_blue, brick_red, light_slate, 85
royal_blue, indigo, dark_slate, 100
royal_blue, beige, gray, 55
royal_blue, alice_blue, pale_blue, 85
royal_blue, pale_yellow, pale_blue, 65
royal_blue, light_gray, pale_blue, 85
royal_blue, dark_turquoise, steel_blue, 85
royal_blue, pale_blue, blue, 100
royal_blue, lime, mint, 55
royal_blue, light_green, dark_turquoise, 60
royal_blue, magenta, purple, 95
royal_blue, maroon, dark_purple, 80
royal_blue, light_mint, blue, 80
royal_blue, light_purple, slate_blue, 105
royal_blue, light_slate, slate_blue, 115
royal_blue, mint, steel_blue, 75
royal_blue, purple_red, purple, 95
royal_blue, pale_rose, pale_blue, 80
royal_blue, navy, dark_slate, 95
royal_blue, dark_yellow, dark_gray, 60
royal_blue, olive, slate, 65
royal_blue, pale_green, dull_blue, 60
royal_blue, pale_turquoise, blue, 80
royal_blue, dull_pink, light_slate, 90
royal_blue, pale_pink, light_slate, 85
royal_blue, light_mauve, light_slate, 95
royal_blue, dark_purple, dark_slate, 95
royal_blue, red, purple_red, 75
royal_blue, dull_red, light_slate, 90
salmon, aquamarine, dark_beige, 60
salmon, black, red_brown, 65
salmon, deep_blue, purple, 70
salmon, red_brown, brick_red, 95
salmon, dull_blue, dull_red, 80
salmon, light_brown, coral, 110
salmon, coral, dark_salmon, 120
salmon, crimson, brick_red, 105
salmon, cyan, dark_turquoise, 65
salmon, dark_bronze, tan, 95
salmon, gray, dull_red, 100
salmon, dark_green, dark_yellow, 60
salmon, dark_beige, pale_brown, 90
salmon, dark_olive, tan, 75
salmon, red_orange, coral, 105
salmon, dark_salmon, coral, 120
salmon, dull_green, pale_tan, 75
salmon, dark_slate, purple_red, 75
salmon, turquoise, dull_blue, 70
salmon, purple, purple_red, 80
salmon, deep_pink, dull_pink, 105
salmon, light_blue, slate, 70
salmon, dark_gray, brick_red, 95
salmon, blue, light_slate, 80
salmon, gold, orange, 80
salmon, bronze, pale_brown, 95
salmon, dim_gray, dull_red, 100
salmon, green, dark_yellow, 60
salmon, pink, dull_pink, 105
salmon, brick_red, dark_salmon, 115
salmon, indigo, purple_red, 70
salmon, beige, pale_brown, 85
salmon, alice_blue, pale_pink, 95
salmon, pale_yellow, dark_salmon, 85
salmon, light_gray, dark_salmon, 100
salmon, dark_turquoise, gray, 70
salmon, pale_blue, dull_red, 90
salmon, lime, yellow_green, 50
salmon, light_green, dark_beige, 55
salmon, magenta, pink, 90
salmon, maroon, crimson, 85
salmon, light_mint, pale_tan, 70
salmon, light_purple, dull_pink, 90
salmon, light_slate, dull_pink, 90
salmon, mint, dark_beige, 65
salmon, purple_red, deep_pink, 95
salmon, pale_rose, pale_pink, 100
salmon, navy, dark_purple, 65
salmon, dark_yellow, tan, 80
salmon, olive, tan, 75
salmon, orange, red_orange, 95
salmon, pale_green, dark_beige, 60
salmon, pale_turquoise, pale_rose, 80
salmon, dull_pink, brick_red, 110
salmon, tan, coral, 105
salmon, pale_pink, dark_salmon, 110
salmon, light_mauve, dull_pink, 100
salmon, dark_purple, purple_red, 80
salmon, red, brick_red, 110
salmon, dull_red, dark_salmon, 110
salmon, royal_blue, light_slate, 80
pale_brown, aquamarine, dull_green, 80
pale_brown, black, brown, 60
pale_brown, deep_blue, slate_blue, 55
pale_brown, red_brown, light_brown, 85
pale_brown, dull_blue, pale_tan, 85
pale_brown, light_brown, tan, 110
pale_brown, coral, dark_salmon, 115
pale_brown, crimson, brick_red, 90
pale_brown, cyan, light_mint, 75
pale_brown, dark_bronze, tan, 110
pale_brown, gray, pale_tan, 100
pale_brown, dark_green, dark_yellow, 70
pale_brown, dark_beige, pale_tan, 105
pale_brown, dark_olive, dark_bronze, 85
pale_brown, red_orange, orange, 120
pale_brown, dark_salmon, coral, 115
pale_brown, dull_green, dark_beige, 90
pale_brown, dark_slate, dull_red, 65
pale_brown, turquoise, dull_green, 80
pale_brown, purple, purple_red, 65
pale_brown, deep_pink, dull_pink, 80
pale_brown, light_blue, dull_blue, 75
pale_brown, dark_gray, tan, 90
pale_brown, blue, slate, 75
pale_brown, gold, bronze, 105
pale_brown, bronze, orange, 115
pale_brown, dim_gray, tan, 95
pale_brown, green, olive, 75
pale_brown, pink, salmon, 85
pale_brown, brick_red, coral, 100
pale_brown, indigo, purple_red, 55
pale_brown, beige, pale_tan, 100
pale_brown, alice_blue, pale_tan, 95
pale_brown, pale_yellow, pale_orange, 100
pale_brown, light_gray, pale_tan, 100
pale_brown, dark_turquoise, dull_green, 80
pale_brown, pale_blue, pale_tan, 90
pale_brown, lime, yellow_green, 75
pale_brown, light_green, yellow_green, 80
pale_brown, magenta, pink, 70
pale_brown, maroon, brown, 75
pale_brown, light_mint, dark_beige, 85
pale_brown, light_purple, dull_pink, 75
pale_brown, light_slate, dull_red, 75
pale_brown, mint, dark_beige, 80
pale_brown, purple_red, brick_red, 75
pale_brown, pale_rose, pale_tan, 105
pale_brown, dark_yellow, dark_bronze, 95
pale_brown, olive, dark_bronze, 90
pale_brown, orange, red_orange, 115
pale_brown, pale_green, dark_beige, 80
pale_brown, pale_turquoise, pale_orange, 85
pale_brown, dull_pink, salmon, 90
pale_brown, tan, red_orange, 115
pale_brown, pale_pink, dark_salmon, 100
pale_brown, light_mauve, dark_salmon, 85
pale_brown, dark_purple, dull_pink, 60
pale_brown, red, coral, 100
pale_brown, dull_red, dark_salmon, 105
pale_brown, salmon, dark_salmon, 105
dark_mint, aquamarine, light_mint, 95
dark_mint, deep_blue, dark_slate, 70
dark_mint, dull_blue, dark_turquoise, 105
dark_mint, light_brown, dark_yellow, 75
dark_mint, coral, dark_yellow, 70
dark_mint, crimson, red_brown, 55
dark_mint, cyan, light_mint, 90
dark_mint, dark_bronze, olive, 90
dark_mint, gray, dull_blue, 100
dark_mint, dark_green, green, 110
dark_mint, dark_beige, dull_green, 100
dark_mint, dark_olive, green, 110
dark_mint, red_orange, dark_yellow, 75
dark_mint, dull_green, mint, 110
dark_mint, dark_slate, dark_teal, 80
dark_mint, turquoise, dark_turquoise, 100
dark_mint, purple, dark_slate, 75
dark_mint, deep_pink, purple_red, 45
dark_mint, light_blue, dull_blue, 85
dark_mint, dark_gray, teal, 100
dark_mint, blue, steel_blue, 80
dark_mint, gold, yellow_green, 85
dark_mint, bronze, olive, 90
dark_mint, green, dark_green, 115
dark_mint, pink, dull_red, 50
dark_mint, brick_red, dark_gray, 65
dark_mint, indigo, dark_slate, 70
dark_mint, beige, dull_green, 90
dark_mint, alice_blue, light_mint, 85
dark_mint, pale_yellow, dull_green, 85
dark_mint, light_gray, dull_green, 90
dark_mint, dark_turquoise, mint, 105
dark_mint, pale_blue, dull_blue, 90
dark_mint, lime, light_green, 95
dark_mint, light_green, mint, 105
dark_mint, magenta, purple, 75
dark_mint, light_mint, mint, 105
dark_mint, light_slate, slate, 80
dark_mint, pale_rose, dull_green, 80
dark_mint, navy, dark_slate, 70
dark_mint, dark_yellow, olive, 105
dark_mint, olive, green, 110
dark_mint, orange, dark_yellow, 80
dark_mint, pale_green, mint, 95
dark_mint, pale_turquoise, light_mint, 90
dark_mint, dull_pink, dim_gray, 60
dark_mint, tan, olive, 85
dark_mint, pale_pink, dull_green, 70
dark_mint, light_mauve, slate, 80
dark_mint, dark_purple, dark_slate, 75
dark_mint, red, brown, 60
dark_mint, royal_blue, steel_blue, 80
dark_mint, pale_brown, olive, 80
brown, aquamarine, dull_green, 60
brown, deep_blue, dark_slate, 75
brown, red_brown, maroon, 115
brown, dull_blue, dim_gray, 85
brown, coral, light_brown, 105
brown, crimson, red_brown, 110
brown, cyan, dark_turquoise, 60
brown, dark_bronze, tan, 100
brown, gray, dull_red, 95
brown, dark_green, dark_olive, 80
brown, dark_beige, tan, 90
brown, red_orange, light_brown, 100
brown, dark_salmon, light_brown, 100
brown, turquoise, dull_blue, 70
brown, purple, dark_purple, 80
brown, deep_pink, crimson, 90
brown, light_blue, dull_blue, 70
brown, blue, slate, 75
brown, gold, bronze, 80
brown, bronze, tan, 95
brown, green, dark_olive, 75
brown, pink, brick_red, 90
brown, brick_red, red_brown, 110
brown, indigo, dark_purple, 80
brown, beige, pale_tan, 80
brown, alice_blue, dull_red, 80
brown, pale_yellow, pale_tan, 75
brown, light_gray, dull_red, 85
brown, dark_turquoise, dark_mint, 75
brown, pale_blue, dull_red, 80
brown, lime, olive, 55
brown, light_green, olive, 65
brown, magenta, purple_red, 80
brown, maroon, red_brown, 110
brown, light_purple, purple_red, 85
brown, mint, dark_olive, 70
brown, purple_red, crimson, 95
brown, pale_rose, dark_salmon, 85
brown, navy, dark_purple, 75
brown, dark_yellow, dark_bronze, 95
brown, olive, dark_yellow, 85
brown, orange, tan, 95
brown, pale_green, dark_beige, 65
brown, pale_turquoise, gray, 70
brown, dull_pink, brick_red, 95
brown, tan, light_brown, 105
brown, pale_pink, dark_salmon, 90
brown, light_mauve, dull_pink, 85
brown, dark_purple, purple_red, 85
brown, red, crimson, 110
brown, dull_red, brick_red, 100
brown, salmon, brick_red, 100
brown, pale_brown, tan, 100
brown, dark_mint, dark_olive, 80
sky_blue, aquamarine, light_turquoise, 100
sky_blue, black, dark_teal, 55
sky_blue, deep_blue, royal_blue, 75
sky_blue, red_brown, dull_red, 60
sky_blue, dull_blue, turquoise, 110
sky_blue, light_brown, pale_tan, 75
sky_blue, coral, dull_red, 75
sky_blue, crimson, dull_pink, 60
sky_blue, cyan, turquoise, 110
sky_blue, dark_bronze, dull_green, 80
sky_blue, gray, pale_blue, 105
sky_blue, dark_green, dark_mint, 70
sky_blue, dark_beige, dull_green, 85
sky_blue, dark_olive, dull_blue, 80
sky_blue, red_orange, pale_tan, 80
sky_blue, dark_salmon, gray, 80
sky_blue, dull_green, light_mint, 95
sky_blue, dark_slate, steel_blue, 75
sky_blue, dark_teal, dull_blue, 80
sky_blue, turquoise, light_turquoise, 115
sky_blue, purple, light_slate, 80
sky_blue, deep_pink, light_purple, 65
sky_blue, dark_gray, dull_blue, 90
sky_blue, blue, light_blue, 105
sky_blue, gold, dark_beige, 75
sky_blue, bronze, dark_beige, 80
sky_blue, dim_gray, dull_blue, 100
sky_blue, green, mint, 75
sky_blue, pink, light_mauve, 75
sky_blue, brick_red, dull_red, 70
sky_blue, indigo, slate_blue, 60
sky_blue, beige, dull_green, 85
sky_blue, alice_blue, pale_blue, 105
sky_blue, pale_yellow, pale_turquoise, 95
sky_blue, light_gray, pale_blue, 110
sky_blue, dark_turquoise, turquoise, 110
sky_blue, pale_blue, light_blue, 115
sky_blue, lime, spring_green, 80
sky_blue, light_green, light_mint, 80
sky_blue, magenta, light_purple, 85
sky_blue, light_mint, turquoise, 100
sky_blue, light_purple, light_slate, 90
sky_blue, light_slate, pale_blue, 95
sky_blue, mint, light_mint, 90
sky_blue, purple_red, light_purple, 70
sky_blue, pale_rose, pale_blue, 90
sky_blue, navy, royal_blue, 55
sky_blue, dark_yellow, dull_green, 75
sky_blue, olive, dull_green, 80
sky_blue, orange, dark_beige, 80
sky_blue, pale_green, light_mint, 85
sky_blue, pale_turquoise, turquoise, 115
sky_blue, dull_pink, pale_purple, 75
sky_blue, tan, gray, 80
sky_blue, pale_pink, pale_blue, 85
sky_blue, light_mauve, pale_blue, 90
sky_blue, dark_purple, light_slate, 65
sky_blue, red, brick_red, 65
sky_blue, dull_red, pale_blue, 85
sky_blue, royal_blue, blue, 95
sky_blue, salmon, dull_red, 75
sky_blue, pale_brown, gray, 85
sky_blue, dark_mint, dark_turquoise, 90
sky_blue, brown, dim_gray, 70
slate_blue, aquamarine, light_blue, 70
slate_blue, black, dark_slate, 85
slate_blue, deep_blue, purple, 110
slate_blue, red_brown, dark_purple, 90
slate_blue, dull_blue, steel_blue, 95
slate_blue, coral, dull_pink, 75
slate_blue, crimson, purple_red, 90
slate_blue, cyan, light_blue, 70
slate_blue, dark_bronze, dull_red, 65
slate_blue, gray, light_slate, 90
slate_blue, dark_green, dark_teal, 70
slate_blue, dark_beige, dim_gray, 60
slate_blue, red_orange, brick_red, 65
slate_blue, dark_salmon, dull_pink, 80
slate_blue, dull_green, slate, 75
slate_blue, dark_teal, dark_slate, 100
slate_blue, turquoise, blue, 80
slate_blue, purple, deep_blue, 115
slate_blue, deep_pink, light_purple, 95
slate_blue, light_blue, blue, 90
slate_blue, dark_gray, dark_slate, 100
slate_blue, blue, royal_blue, 105
slate_blue, gold, pale_tan, 50
slate_blue, bronze, dull_red, 60
slate_blue, dim_gray, light_slate, 100
slate_blue, green, teal, 70
slate_blue, pink, light_purple, 95
slate_blue, brick_red, light_purple, 90
slate_blue, indigo, dark_slate, 105
slate_blue, beige, gray, 55
slate_blue, alice_blue, pale_blue, 85
slate_blue, pale_yellow, pale_purple, 60
slate_blue, light_gray, light_slate, 85
slate_blue, dark_turquoise, steel_blue, 85
slate_blue, pale_blue, light_slate, 95
slate_blue, lime, mint, 55
slate_blue, light_green, dull_blue, 60
slate_blue, magenta, light_purple, 100
slate_blue, maroon, dark_purple, 80
slate_blue, light_mint, steel_blue, 75
slate_blue, light_purple, light_slate, 110
slate_blue, light_slate, royal_blue, 115
slate_blue, mint, steel_blue, 75
slate_blue, purple_red, purple, 100
slate_blue, pale_rose, light_mauve, 80
slate_blue, navy, dark_slate, 100
slate_blue, dark_yellow, dark_gray, 60
slate_blue, olive, dark_gray, 55
slate_blue, orange, dark_salmon, 60
slate_blue, pale_green, dull_blue, 60
slate_blue, pale_turquoise, pale_blue, 80
slate_blue, dull_pink, light_purple, 95
slate_blue, pale_pink, light_mauve, 85
slate_blue, light_mauve, light_slate, 95
slate_blue, dark_purple, purple, 105
slate_blue, red, purple_red, 80
slate_blue, dull_red, light_slate, 90
slate_blue, royal_blue, light_slate, 120
slate_blue, salmon, dull_pink, 85
slate_blue, pale_brown, dull_red, 70
slate_blue, dark_mint, steel_blue, 80
slate_blue, sky_blue, blue, 90
slate, aquamarine, light_mint, 85
slate, black, dark_teal, 85
slate, deep_blue, dark_slate, 100
slate, light_brown, brown, 90
slate, coral, dull_red, 90
slate, crimson, purple_red, 90
slate, cyan, turquoise, 90
slate, dark_bronze, dark_yellow, 90
slate, gray, dim_gray, 110
slate, dark_green, dark_mint, 90
slate, red_orange, tan, 85
slate, dark_salmon, dull_red, 90
slate, dull_green, dull_blue, 95
slate, dark_slate, slate_blue, 105
slate, dark_teal, dark_gray, 105
slate, turquoise, dull_blue, 100
slate, purple, slate_blue, 105
slate, deep_pink, purple_red, 90
slate, light_blue, steel_blue, 105
slate, dark_gray, dim_gray, 115
slate, blue, steel_blue, 110
slate, gold, dark_beige, 75
slate, bronze, dark_bronze, 85
slate, dim_gray, dark_gray, 120
slate, green, dark_mint, 90
slate, pink, dull_pink, 95
slate, brick_red, dull_red, 95
slate, indigo, dark_slate, 95
slate, beige, dark_beige, 80
slate, alice_blue, pale_blue, 95
slate, pale_yellow, gray, 85
slate, light_gray, gray, 100
slate, dark_turquoise, dull_blue, 100
slate, pale_blue, gray, 105
slate, lime, light_green, 75
slate, light_green, mint, 85
slate, magenta, light_purple, 100
slate, light_mint, dull_blue, 95
slate, light_purple, light_slate, 110
slate, light_slate, slate_blue, 115
slate, mint, dark_mint, 95
slate, pale_rose, gray, 90
slate, navy, dark_slate, 90
slate, dark_yellow, olive, 90
slate, olive, dark_mint, 90
slate, orange, dark_bronze, 85
slate, pale_green, dull_green, 80
slate, pale_turquoise, sky_blue, 95
slate, dull_pink, dull_red, 95
slate, pale_pink, dull_red, 90
slate, dark_purple, dark_slate, 95
slate, red, crimson, 85
slate, dull_red, dim_gray, 100
slate, royal_blue, steel_blue, 115
slate, salmon, dull_red, 90
slate, pale_brown, pale_tan, 90
slate, dark_mint, teal, 100
slate, sky_blue, dull_blue, 100
slate, slate_blue, light_slate, 115
spring_green, aquamarine, pale_green, 110
spring_green, deep_blue, steel_blue, 45
spring_green, dull_blue, light_mint, 90
spring_green, light_brown, light_green, 60
spring_green, coral, dull_green, 55
spring_green, cyan, aquamarine, 100
spring_green, dark_bronze, light_green, 80
spring_green, gray, light_mint, 95
spring_green, dark_green, mint, 80
spring_green, dark_beige, light_green, 100
spring_green, dark_olive, mint, 85
spring_green, red_orange, yellow_green, 65
spring_green, dark_salmon, dull_green, 65
spring_green, dull_green, pale_green, 105
spring_green, dark_slate, dark_turquoise, 50
spring_green, dark_teal, mint, 65
spring_green, turquoise, light_mint, 95
spring_green, purple, steel_blue, 55
spring_green, light_blue, light_turquoise, 75
spring_green, dark_gray, mint, 80
spring_green, blue, turquoise, 65
spring_green, gold, lime, 90
spring_green, bronze, light_green, 85
spring_green, dim_gray, mint, 85
spring_green, green, light_green, 90
spring_green, brick_red, mint, 45
spring_green, beige, pale_green, 100
spring_green, alice_blue, aquamarine, 90
spring_green, pale_yellow, pale_green, 100
spring_green, light_gray, aquamarine, 95
spring_green, dark_turquoise, light_mint, 95
spring_green, pale_blue, light_mint, 85
spring_green, lime, pale_green, 120
spring_green, light_green, lime, 115
spring_green, magenta, light_slate, 60
spring_green, light_mint, pale_green, 110
spring_green, light_purple, dull_blue, 65
spring_green, light_slate, dark_turquoise, 65
spring_green, mint, light_green, 110
spring_green, pale_rose, aquamarine, 80
spring_green, dark_yellow, light_green, 90
spring_green, olive, light_green, 95
spring_green, orange, yellow_green, 75
spring_green, pale_green, lime, 120
spring_green, pale_turquoise, aquamarine, 100
spring_green, tan, light_green, 75
spring_green, pale_pink, light_mint, 65
spring_green, light_mauve, light_mint, 75
spring_green, dark_purple, teal, 50
spring_green, dull_red, mint, 70
spring_green, royal_blue, dark_turquoise, 60
spring_green, salmon, dull_green, 50
spring_green, pale_brown, light_green, 75
spring_green, dark_mint, mint, 95
spring_green, brown, mint, 55
spring_green, sky_blue, aquamarine, 85
spring_green, slate_blue, dark_turquoise, 60
spring_green, slate, mint, 80
steel_blue, aquamarine, turquoise, 80
steel_blue, black, dark_slate, 85
steel_blue, deep_blue, slate_blue, 100
steel_blue, dull_blue, slate, 105
steel_blue, light_brown, dim_gray, 80
steel_blue, coral, dull_red, 80
steel_blue, crimson, purple_red, 80
steel_blue, cyan, turquoise, 90
steel_blue, gray, slate, 105
steel_blue, dark_green, dark_mint, 75
steel_blue, dark_beige, dull_blue, 75
steel_blue, dark_olive, teal, 80
steel_blue, red_orange, dark_bronze, 75
steel_blue, dark_salmon, dim_gray, 85
steel_blue, dull_green, dull_blue, 85
steel_blue, dark_slate, royal_blue, 100
steel_blue, dark_teal, royal_blue, 100
steel_blue, turquoise, dull_blue, 100
steel_blue, purple, slate_blue, 95
steel_blue, deep_pink, light_purple, 80
steel_blue, light_blue, blue, 105
steel_blue, dark_gray, slate, 105
steel_blue, gold, dark_beige, 60
steel_blue, dim_gray, slate, 110
steel_blue, green, dark_mint, 75
steel_blue, pink, light_slate, 80
steel_blue, indigo, dark_slate, 90
steel_blue, beige, dull_green, 70
steel_blue, alice_blue, pale_blue, 90
steel_blue, pale_yellow, sky_blue, 75
steel_blue, light_gray, pale_blue, 95
steel_blue, dark_turquoise, dull_blue, 100
steel_blue, pale_blue, blue, 105
steel_blue, lime, mint, 65
steel_blue, light_green, mint, 70
steel_blue, magenta, light_purple, 85
steel_blue, light_mint, dull_blue, 90
steel_blue, light_purple, light_slate, 95
steel_blue, light_slate, royal_blue, 105
steel_blue, mint, dull_blue, 85
steel_blue, purple_red, purple, 80
steel_blue, pale_rose, pale_blue, 85
steel_blue, navy, dark_slate, 90
steel_blue, dark_yellow, dark_mint, 75
steel_blue, olive, dark_mint, 75
steel_blue, orange, dark_beige, 75
steel_blue, pale_green, light_mint, 70
steel_blue, pale_turquoise, sky_blue, 90
steel_blue, tan, dim_gray, 80
steel_blue, pale_pink, pale_blue, 85
steel_blue, light_mauve, light_slate, 90
steel_blue, dark_purple, dark_slate, 85
steel_blue, red, purple_red, 75
steel_blue, dull_red, slate, 95
steel_blue, royal_blue, blue, 115
steel_blue, salmon, dull_red, 80
steel_blue, pale_brown, gray, 80
steel_blue, dark_mint, teal, 90
steel_blue, brown, dark_gray, 85
steel_blue, sky_blue, light_blue, 105
steel_blue, slate_blue, royal_blue, 110
steel_blue, slate, royal_blue, 115
steel_blue, spring_green, light_mint, 70
pale_tan, aquamarine, dull_green, 95
pale_tan, black, dark_gray, 60
pale_tan, deep_blue, slate_blue, 60
pale_tan, red_brown, brick_red, 85
pale_tan, dull_blue, dull_green, 95
pale_tan, light_brown, tan, 105
pale_tan, coral, dark_salmon, 105
pale_tan, crimson, brick_red, 85
pale_tan, cyan, light_turquoise, 90
pale_tan, dark_bronze, bronze, 110
pale_tan, dark_green, olive, 80
pale_tan, dark_beige, pale_orange, 115
pale_tan, dark_olive, dark_yellow, 90
pale_tan, red_orange, pale_brown, 105
pale_tan, dark_salmon, pale_brown, 110
pale_tan, dull_green, dark_beige, 105
pale_tan, dark_teal, dim_gray, 75
pale_tan, turquoise, light_mint, 90
pale_tan, purple, light_purple, 65
pale_tan, deep_pink, dull_pink, 80
pale_tan, light_blue, dull_blue, 85
pale_tan, dark_gray, dim_gray, 95
pale_tan, blue, steel_blue, 80
pale_tan, gold, bronze, 105
pale_tan, bronze, dark_beige, 110
pale_tan, dim_gray, gray, 100
pale_tan, green, olive, 85
pale_tan, pink, dull_pink, 85
pale_tan, brick_red, dark_salmon, 95
pale_tan, beige, pale_orange, 110
pale_tan, alice_blue, light_gray, 100
pale_tan, pale_yellow, pale_orange, 110
pale_tan, light_gray, pale_orange, 110
pale_tan, dark_turquoise, light_mint, 95
pale_tan, pale_blue, gray, 100
pale_tan, lime, light_green, 90
pale_tan, light_green, yellow_green, 95
pale_tan, magenta, pink, 75
pale_tan, maroon, brown, 70
pale_tan, light_mint, dull_green, 95
pale_tan, light_purple, dull_pink, 75
pale_tan, light_slate, light_mauve, 80
pale_tan, mint, dull_green, 95
pale_tan, purple_red, dull_pink, 75
pale_tan, pale_rose, pale_orange, 110
pale_tan, navy, dark_slate, 50
pale_tan, dark_yellow, dark_beige, 100
pale_tan, olive, dark_beige, 100
pale_tan, orange, bronze, 110
pale_tan, pale_green, dull_green, 95
pale_tan, pale_turquoise, light_gray, 95
pale_tan, dull_pink, dull_red, 90
pale_tan, tan, pale_brown, 110
pale_tan, pale_pink, dark_salmon, 100
pale_tan, light_mauve, pale_pink, 90
pale_tan, dark_purple, purple_red, 60
pale_tan, red, brick_red, 90
pale_tan, dull_red, dark_salmon, 105
pale_tan, royal_blue, slate, 75
pale_tan, salmon, dark_salmon, 100
pale_tan, pale_brown, tan, 115
pale_tan, dark_mint, dull_green, 90
pale_tan, brown, tan, 95
pale_tan, sky_blue, gray, 95
pale_tan, slate, gray, 95
pale_tan, spring_green, pale_green, 90
pale_tan, steel_blue, gray, 85
teal, aquamarine, dark_turquoise, 90
teal, black, dark_teal, 85
teal, deep_blue, dark_slate, 85
teal, red_brown, dark_gray, 75
teal, dull_blue, dark_turquoise, 115
teal, light_brown, dark_olive, 80
teal, coral, dim_gray, 75
teal, cyan, turquoise, 90
teal, dark_bronze, olive, 85
teal, gray, dull_blue, 100
teal, dark_green, dark_mint, 100
teal, dark_beige, dark_mint, 90
teal, dark_olive, dark_mint, 100
teal, red_orange, olive, 75
teal, dark_salmon, dull_blue, 80
teal, dull_green, dark_turquoise, 100
teal, turquoise, dark_turquoise, 105
teal, purple, dark_slate, 90
teal, deep_pink, dark_purple, 70
teal, light_blue, dull_blue, 100
teal, blue, steel_blue, 95
teal, gold, olive, 75
teal, bronze, olive, 80
teal, dim_gray, dull_blue, 105
teal, green, dark_mint, 100
teal, brick_red, dark_gray, 75
teal, indigo, dark_slate, 85
teal, beige, dull_green, 80
teal, alice_blue, dull_blue, 85
teal, pale_yellow, light_mint, 80
teal, light_gray, dull_blue, 90
teal, dark_turquoise, dull_blue, 110
teal, pale_blue, dull_blue, 95
teal, lime, light_green, 80
teal, light_green, mint, 90
teal, magenta, purple, 85
teal, maroon, dim_gray, 70
teal, light_mint, dark_turquoise, 100
teal, light_purple, royal_blue, 85
teal, light_slate, steel_blue, 90
teal, mint, dark_mint, 100
teal, purple_red, dark_slate, 75
teal, pale_rose, dull_blue, 75
teal, navy, dark_slate, 80
teal, dark_yellow, dark_mint, 95
teal, olive, dark_mint, 95
teal, orange, olive, 75
teal, pale_green, mint, 85
teal, pale_turquoise, dark_turquoise, 95
teal, dull_pink, slate, 70
teal, tan, dark_mint, 85
teal, pale_pink, dull_blue, 65
teal, light_mauve, steel_blue, 80
teal, dark_purple, dark_slate, 80
teal, red, red_brown, 70
teal, dull_red, dull_blue, 85
teal, royal_blue, steel_blue, 95
teal, salmon, dim_gray, 70
teal, pale_brown, dark_mint, 80
teal, brown, dark_olive, 80
teal, sky_blue, dull_blue, 100
teal, slate_blue, steel_blue, 95
teal, slate, dull_blue, 105
teal, spring_green, mint, 85
teal, pale_tan, dull_blue, 85
pale_purple, aquamarine, pale_turquoise, 85
pale_purple, black, dark_gray, 55
pale_purple, deep_blue, slate_blue, 75
pale_purple, red_brown, dull_pink, 80
pale_purple, dull_blue, pale_blue, 90
pale_purple, light_brown, dark_salmon, 90
pale_purple, coral, dark_salmon, 95
pale_purple, crimson, dull_pink, 85
pale_purple, cyan, turquoise, 80
pale_purple, dark_bronze, pale_tan, 85
pale_purple, gray, light_gray, 110
pale_purple, dark_green, dark_mint, 60
pale_purple, dark_beige, pale_tan, 85
